eid,nid_s,nid_e,length,lanes,maxmph,type,edge_osmid,start_osm,end_osm,geometry,points_list,long_points_list
282,253,125,72.9755663897491,1,25,residential,12186819,110383610,110419727,"LINESTRING (-122.6993012 37.9038001, -122.6999778 37.9034184)","[(-122.6993012, 37.9038001), (-122.6999778, 37.9034184)]","[(-122.6993012, 37.9038001), (-122.69935679729463, 37.90376873510588), (-122.69941239458926, 37.903737370211765), (-122.69946799188388, 37.903706005317645), (-122.69952358917851, 37.903674640423525), (-122.69957918647314, 37.90364327552941), (-122.69963478376778, 37.90361191063529), (-122.69969038106241, 37.90358054574117), (-122.69974597835703, 37.90354918084706), (-122.69980157565166, 37.90351781595294), (-122.6998571729463, 37.90348645105882), (-122.69991277024093, 37.903455086164705), (-122.6999778, 37.9034184)]"
283,253,88,74.19436889814827,1,25,residential,12186819,110383610,110383328,"LINESTRING (-122.6993012 37.9038001, -122.6986008 37.904174)","[(-122.6993012, 37.9038001), (-122.6986008, 37.904174)]","[(-122.6993012, 37.9038001), (-122.69924459819919, 37.903830316181214), (-122.69918799639838, 37.90386053236243), (-122.69913139459757, 37.90389074854364), (-122.69907479279675, 37.903920964724854), (-122.69901819099594, 37.90395118090607), (-122.69896158919514, 37.903981397087286), (-122.69890498739433, 37.9040116132685), (-122.69884838559352, 37.90404182944971), (-122.69879178379271, 37.904072045630926), (-122.6987351819919, 37.90410226181214), (-122.69867858019109, 37.90413247799336), (-122.6986008, 37.904174)]"
284,88,253,74.19436889814827,1,25,residential,12186819,110383328,110383610,"LINESTRING (-122.6986008 37.904174, -122.6993012 37.9038001)","[(-122.6986008, 37.904174), (-122.6993012, 37.9038001)]","[(-122.6986008, 37.904174), (-122.6986574018008, 37.90414378381878), (-122.69871400360161, 37.904113567637566), (-122.69877060540242, 37.90408335145636), (-122.69882720720324, 37.90405313527514), (-122.69888380900404, 37.904022919093926), (-122.69894041080485, 37.90399270291271), (-122.69899701260566, 37.903962486731494), (-122.69905361440647, 37.903932270550285), (-122.69911021620727, 37.90390205436907), (-122.69916681800808, 37.903871838187854), (-122.6992234198089, 37.90384162200664), (-122.6993012, 37.9038001)]"
285,88,190,72.03853432882957,1,25,residential,12186819,110383328,110438785,"LINESTRING (-122.6986008 37.904174, -122.697924 37.9045408)","[(-122.6986008, 37.904174), (-122.697924, 37.9045408)]","[(-122.6986008, 37.904174), (-122.6985444670635, 37.90420453032078), (-122.69848813412702, 37.90423506064156), (-122.69843180119052, 37.904265590962346), (-122.69837546825403, 37.904296121283124), (-122.69831913531755, 37.90432665160391), (-122.69826280238105, 37.90435718192469), (-122.69820646944456, 37.90438771224547), (-122.69815013650806, 37.90441824256625), (-122.69809380357158, 37.90444877288704), (-122.69803747063509, 37.904479303207815), (-122.69798113769859, 37.9045098335286), (-122.697924, 37.9045408)]"
286,190,88,72.03853432882957,1,25,residential,12186819,110438785,110383328,"LINESTRING (-122.697924 37.9045408, -122.6986008 37.904174)","[(-122.697924, 37.9045408), (-122.6986008, 37.904174)]","[(-122.697924, 37.9045408), (-122.6979803329365, 37.904510269679214), (-122.69803666587298, 37.904479739358436), (-122.69809299880947, 37.90444920903765), (-122.69814933174597, 37.90441867871687), (-122.69820566468245, 37.90438814839609), (-122.69826199761894, 37.90435761807531), (-122.69831833055544, 37.904327087754524), (-122.69837466349193, 37.904296557433746), (-122.69843099642841, 37.90426602711296), (-122.69848732936491, 37.90423549679218), (-122.6985436623014, 37.9042049664714), (-122.6986008, 37.904174)]"
287,190,191,72.91903685184401,1,25,residential,12186819,110438785,110438786,"LINESTRING (-122.697924 37.9045408, -122.6972564 37.9049314)","[(-122.697924, 37.9045408), (-122.6972564, 37.9049314)]","[(-122.697924, 37.9045408), (-122.69786909594428, 37.9045729233136), (-122.69781419188857, 37.90460504662721), (-122.69775928783285, 37.90463716994081), (-122.69770438377714, 37.90466929325442), (-122.69764947972142, 37.904701416568024), (-122.6975945756657, 37.90473353988163), (-122.69753967160999, 37.904765663195235), (-122.69748476755427, 37.904797786508844), (-122.69742986349856, 37.904829909822446), (-122.69737495944284, 37.90486203313605), (-122.69732005538712, 37.90489415644966), (-122.6972564, 37.9049314)]"
288,191,190,72.91903685184401,1,25,residential,12186819,110438786,110438785,"LINESTRING (-122.6972564 37.9049314, -122.697924 37.9045408)","[(-122.6972564, 37.9049314), (-122.697924, 37.9045408)]","[(-122.6972564, 37.9049314), (-122.69731130405572, 37.9048992766864), (-122.69736620811143, 37.90486715337279), (-122.69742111216715, 37.90483503005919), (-122.69747601622286, 37.90480290674558), (-122.69753092027858, 37.90477078343198), (-122.6975858243343, 37.90473866011837), (-122.69764072839001, 37.90470653680477), (-122.69769563244573, 37.90467441349116), (-122.69775053650145, 37.904642290177556), (-122.69780544055716, 37.904610166863954), (-122.69786034461288, 37.904578043550345), (-122.697924, 37.9045408)]"
289,191,216,76.42120522983808,1,25,residential,12186819,110438786,110410673,"LINESTRING (-122.6972564 37.9049314, -122.6965444 37.9053273)","[(-122.6972564, 37.9049314), (-122.6965444, 37.9053273)]","[(-122.6972564, 37.9049314), (-122.69720053324727, 37.90496246411153), (-122.69714466649455, 37.904993528223045), (-122.69708879974182, 37.90502459233457), (-122.6970329329891, 37.905055656446095), (-122.69697706623637, 37.90508672055761), (-122.69692119948365, 37.90511778466914), (-122.69686533273092, 37.905148848780655), (-122.69680946597819, 37.90517991289218), (-122.69675359922547, 37.905210977003705), (-122.69669773247274, 37.90524204111522), (-122.69664186572003, 37.90527310522675), (-122.6965444, 37.9053273)]"
290,216,191,76.42120522983808,1,25,residential,12186819,110410673,110438786,"LINESTRING (-122.6965444 37.9053273, -122.6972564 37.9049314)","[(-122.6965444, 37.9053273), (-122.6972564, 37.9049314)]","[(-122.6965444, 37.9053273), (-122.69660026675272, 37.90529623588848), (-122.69665613350544, 37.90526517177696), (-122.69671200025817, 37.905234107665436), (-122.69676786701089, 37.90520304355391), (-122.69682373376362, 37.90517197944239), (-122.69687960051634, 37.90514091533087), (-122.69693546726907, 37.90510985121935), (-122.6969913340218, 37.905078787107826), (-122.69704720077452, 37.9050477229963), (-122.69710306752725, 37.90501665888478), (-122.69715893427997, 37.90498559477326), (-122.6972564, 37.9049314)]"
291,11,110,125.46805365034542,1,25,residential,12187011,110421540,110414599,"LINESTRING (-122.6878975 37.9043976, -122.6879168 37.9044434, -122.6879641 37.9044672, -122.6880501 37.9045147, -122.6880824 37.9045639, -122.688076 37.9046267, -122.6880523 37.9046572, -122.6879383 37.9047166, -122.6876695 37.9048116, -122.6875706 37.9048625, -122.6875599 37.9048998, -122.6875771 37.904944, -122.6876265 37.904983, -122.6878738 37.9050967)","[(-122.6878975, 37.9043976), (-122.6879168, 37.9044434), (-122.6879641, 37.9044672), (-122.6880501, 37.9045147), (-122.6880824, 37.9045639), (-122.688076, 37.9046267), (-122.6880523, 37.9046572), (-122.6879383, 37.9047166), (-122.6876695, 37.9048116), (-122.6875706, 37.9048625), (-122.6875599, 37.9048998), (-122.6875771, 37.904944), (-122.6876265, 37.904983), (-122.6878738, 37.9050967)]","[(-122.6878975, 37.9043976), (-122.6880501, 37.9045147), (-122.6880824, 37.9045639), (-122.688076, 37.9046267), (-122.6879383, 37.9047166), (-122.68787596912115, 37.90473862914245), (-122.6878136382423, 37.9047606582849), (-122.68775130736346, 37.90478268742736), (-122.6876695, 37.9048116), (-122.6875706, 37.9048625), (-122.6876265, 37.904983), (-122.68768553222765, 37.90501014097972), (-122.68774456445531, 37.90503728195944), (-122.68780359668297, 37.905064422939155), (-122.6878738, 37.9050967)]"
292,110,11,125.4680536503454,1,25,residential,12187011,110414599,110421540,"LINESTRING (-122.6878738 37.9050967, -122.6876265 37.904983, -122.6875771 37.904944, -122.6875599 37.9048998, -122.6875706 37.9048625, -122.6876695 37.9048116, -122.6879383 37.9047166, -122.6880523 37.9046572, -122.688076 37.9046267, -122.6880824 37.9045639, -122.6880501 37.9045147, -122.6879641 37.9044672, -122.6879168 37.9044434, -122.6878975 37.9043976)","[(-122.6878738, 37.9050967), (-122.6876265, 37.904983), (-122.6875771, 37.904944), (-122.6875599, 37.9048998), (-122.6875706, 37.9048625), (-122.6876695, 37.9048116), (-122.6879383, 37.9047166), (-122.6880523, 37.9046572), (-122.688076, 37.9046267), (-122.6880824, 37.9045639), (-122.6880501, 37.9045147), (-122.6879641, 37.9044672), (-122.6879168, 37.9044434), (-122.6878975, 37.9043976)]","[(-122.6878738, 37.9050967), (-122.68781476777235, 37.90506955902028), (-122.68775573554468, 37.905042418040566), (-122.68769670331703, 37.90501527706085), (-122.6876265, 37.904983), (-122.6875771, 37.904944), (-122.6876695, 37.9048116), (-122.68773183087885, 37.90478957085755), (-122.6877941617577, 37.9047675417151), (-122.68785649263654, 37.904745512572646), (-122.6879383, 37.9047166), (-122.6880523, 37.9046572), (-122.6880824, 37.9045639), (-122.6880501, 37.9045147), (-122.6879641, 37.9044672)]"
293,18,69,120.44908602427408,1,25,residential,12187166,110421555,312078495,"LINESTRING (-122.6910444 37.9037656, -122.6901417 37.9038089, -122.6896813 37.9038772)","[(-122.6910444, 37.9037656), (-122.6901417, 37.9038089), (-122.6896813, 37.9038772)]","[(-122.6910444, 37.9037656), (-122.6909762752018, 37.90376886775647), (-122.69090815040363, 37.90377213551293), (-122.69084002560544, 37.9037754032694), (-122.69077190080725, 37.90377867102586), (-122.69070377600906, 37.90378193878233), (-122.69063565121088, 37.90378520653879), (-122.69056752641269, 37.90378847429526), (-122.6904994016145, 37.90379174205172), (-122.69043127681631, 37.90379500980819), (-122.69036315201814, 37.903798277564654), (-122.69029502721995, 37.90380154532112), (-122.69022690242176, 37.903804813077585), (-122.6901417, 37.9038089), (-122.69007461607497, 37.90381885185074), (-122.69000753214993, 37.90382880370148), (-122.68994044822489, 37.903838755552215), (-122.68987336429986, 37.90384870740295), (-122.68980628037482, 37.90385865925369), (-122.6896813, 37.9038772)]"
294,69,18,120.44908602427408,1,25,residential,12187166,312078495,110421555,"LINESTRING (-122.6896813 37.9038772, -122.6901417 37.9038089, -122.6910444 37.9037656)","[(-122.6896813, 37.9038772), (-122.6901417, 37.9038089), (-122.6910444, 37.9037656)]","[(-122.6896813, 37.9038772), (-122.68974838392504, 37.90386724814926), (-122.68981546785007, 37.90385729629852), (-122.68988255177511, 37.90384734444778), (-122.68994963570015, 37.90383739259705), (-122.69001671962518, 37.903827440746305), (-122.6901417, 37.9038089), (-122.69020982479819, 37.90380563224353), (-122.69027794959636, 37.90380236448707), (-122.69034607439455, 37.9037990967306), (-122.69041419919274, 37.90379582897414), (-122.69048232399093, 37.90379256121767), (-122.69055044878911, 37.90378929346121), (-122.6906185735873, 37.90378602570474), (-122.69068669838549, 37.90378275794828), (-122.69075482318368, 37.90377949019181), (-122.69082294798186, 37.90377622243535), (-122.69089107278005, 37.90377295467888), (-122.69095919757824, 37.903769686922416), (-122.6910444, 37.9037656)]"
